id,subject,topic,question,optionA,optionB,optionC,optionD,answerIndex,explanation,source,examTags,pyqVerified,highYield,status
ZM-00762,Physiology,Gastrointestinal,[QUESTION SLOT 6] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00763,Physiology,Gastrointestinal,[QUESTION SLOT 7] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00764,Physiology,Gastrointestinal,[QUESTION SLOT 8] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00765,Physiology,Gastrointestinal,[QUESTION SLOT 9] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00766,Physiology,Gastrointestinal,[QUESTION SLOT 10] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00767,Physiology,Gastrointestinal,[QUESTION SLOT 11] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00768,Physiology,Gastrointestinal,[QUESTION SLOT 12] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00769,Physiology,Gastrointestinal,[QUESTION SLOT 13] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00770,Physiology,Gastrointestinal,[QUESTION SLOT 14] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00771,Physiology,Gastrointestinal,[QUESTION SLOT 15] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00772,Physiology,Gastrointestinal,[QUESTION SLOT 16] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00773,Physiology,Gastrointestinal,[QUESTION SLOT 17] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00774,Physiology,Gastrointestinal,[QUESTION SLOT 18] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00775,Physiology,Gastrointestinal,[QUESTION SLOT 19] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00776,Physiology,Gastrointestinal,[QUESTION SLOT 20] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00777,Physiology,Gastrointestinal,[QUESTION SLOT 21] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00778,Physiology,Gastrointestinal,[QUESTION SLOT 22] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00779,Physiology,Gastrointestinal,[QUESTION SLOT 23] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00780,Physiology,Gastrointestinal,[QUESTION SLOT 24] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00781,Physiology,Gastrointestinal,[QUESTION SLOT 25] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00782,Physiology,Gastrointestinal,[QUESTION SLOT 26] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00783,Physiology,Gastrointestinal,[QUESTION SLOT 27] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00784,Physiology,Gastrointestinal,[QUESTION SLOT 28] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00785,Physiology,Gastrointestinal,[QUESTION SLOT 29] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00786,Physiology,Gastrointestinal,[QUESTION SLOT 30] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00787,Physiology,Gastrointestinal,[QUESTION SLOT 31] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00788,Physiology,Gastrointestinal,[QUESTION SLOT 32] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00789,Physiology,Gastrointestinal,[QUESTION SLOT 33] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00790,Physiology,Gastrointestinal,[QUESTION SLOT 34] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00791,Physiology,Gastrointestinal,[QUESTION SLOT 35] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00792,Physiology,Gastrointestinal,[QUESTION SLOT 36] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00793,Physiology,Gastrointestinal,[QUESTION SLOT 37] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00794,Physiology,Gastrointestinal,[QUESTION SLOT 38] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00795,Physiology,Gastrointestinal,[QUESTION SLOT 39] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00796,Physiology,Gastrointestinal,[QUESTION SLOT 40] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00797,Physiology,Gastrointestinal,[QUESTION SLOT 41] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00798,Physiology,Gastrointestinal,[QUESTION SLOT 42] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00799,Physiology,Gastrointestinal,[QUESTION SLOT 43] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00800,Physiology,Gastrointestinal,[QUESTION SLOT 44] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00801,Physiology,Gastrointestinal,[QUESTION SLOT 45] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00802,Physiology,Gastrointestinal,[QUESTION SLOT 46] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00803,Physiology,Gastrointestinal,[QUESTION SLOT 47] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00804,Physiology,Gastrointestinal,[QUESTION SLOT 48] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00805,Physiology,Gastrointestinal,[QUESTION SLOT 49] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00806,Physiology,Gastrointestinal,[QUESTION SLOT 50] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00807,Physiology,Gastrointestinal,[QUESTION SLOT 51] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00808,Physiology,Gastrointestinal,[QUESTION SLOT 52] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00809,Physiology,Gastrointestinal,[QUESTION SLOT 53] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00810,Physiology,Gastrointestinal,[QUESTION SLOT 54] Add a verified Physiology question from the topic: Gastrointestinal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00811,Physiology,Renal,[QUESTION SLOT 1] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00812,Physiology,Renal,[QUESTION SLOT 2] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00813,Physiology,Renal,[QUESTION SLOT 3] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00814,Physiology,Renal,[QUESTION SLOT 4] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00815,Physiology,Renal,[QUESTION SLOT 5] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00816,Physiology,Renal,[QUESTION SLOT 6] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00817,Physiology,Renal,[QUESTION SLOT 7] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00818,Physiology,Renal,[QUESTION SLOT 8] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00819,Physiology,Renal,[QUESTION SLOT 9] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00820,Physiology,Renal,[QUESTION SLOT 10] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00821,Physiology,Renal,[QUESTION SLOT 11] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00822,Physiology,Renal,[QUESTION SLOT 12] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00823,Physiology,Renal,[QUESTION SLOT 13] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00824,Physiology,Renal,[QUESTION SLOT 14] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00825,Physiology,Renal,[QUESTION SLOT 15] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00826,Physiology,Renal,[QUESTION SLOT 16] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00827,Physiology,Renal,[QUESTION SLOT 17] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00828,Physiology,Renal,[QUESTION SLOT 18] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00829,Physiology,Renal,[QUESTION SLOT 19] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00830,Physiology,Renal,[QUESTION SLOT 20] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00831,Physiology,Renal,[QUESTION SLOT 21] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00832,Physiology,Renal,[QUESTION SLOT 22] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00833,Physiology,Renal,[QUESTION SLOT 23] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00834,Physiology,Renal,[QUESTION SLOT 24] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00835,Physiology,Renal,[QUESTION SLOT 25] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00836,Physiology,Renal,[QUESTION SLOT 26] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00837,Physiology,Renal,[QUESTION SLOT 27] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00838,Physiology,Renal,[QUESTION SLOT 28] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00839,Physiology,Renal,[QUESTION SLOT 29] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00840,Physiology,Renal,[QUESTION SLOT 30] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00841,Physiology,Renal,[QUESTION SLOT 31] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00842,Physiology,Renal,[QUESTION SLOT 32] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00843,Physiology,Renal,[QUESTION SLOT 33] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00844,Physiology,Renal,[QUESTION SLOT 34] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00845,Physiology,Renal,[QUESTION SLOT 35] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00846,Physiology,Renal,[QUESTION SLOT 36] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00847,Physiology,Renal,[QUESTION SLOT 37] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00848,Physiology,Renal,[QUESTION SLOT 38] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00849,Physiology,Renal,[QUESTION SLOT 39] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00850,Physiology,Renal,[QUESTION SLOT 40] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00851,Physiology,Renal,[QUESTION SLOT 41] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00852,Physiology,Renal,[QUESTION SLOT 42] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00853,Physiology,Renal,[QUESTION SLOT 43] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00854,Physiology,Renal,[QUESTION SLOT 44] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00855,Physiology,Renal,[QUESTION SLOT 45] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00856,Physiology,Renal,[QUESTION SLOT 46] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00857,Physiology,Renal,[QUESTION SLOT 47] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00858,Physiology,Renal,[QUESTION SLOT 48] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00859,Physiology,Renal,[QUESTION SLOT 49] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00860,Physiology,Renal,[QUESTION SLOT 50] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00861,Physiology,Renal,[QUESTION SLOT 51] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00862,Physiology,Renal,[QUESTION SLOT 52] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00863,Physiology,Renal,[QUESTION SLOT 53] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00864,Physiology,Renal,[QUESTION SLOT 54] Add a verified Physiology question from the topic: Renal.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00865,Physiology,Endocrinology,[QUESTION SLOT 1] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00866,Physiology,Endocrinology,[QUESTION SLOT 2] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00867,Physiology,Endocrinology,[QUESTION SLOT 3] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00868,Physiology,Endocrinology,[QUESTION SLOT 4] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00869,Physiology,Endocrinology,[QUESTION SLOT 5] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00870,Physiology,Endocrinology,[QUESTION SLOT 6] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00871,Physiology,Endocrinology,[QUESTION SLOT 7] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00872,Physiology,Endocrinology,[QUESTION SLOT 8] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00873,Physiology,Endocrinology,[QUESTION SLOT 9] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00874,Physiology,Endocrinology,[QUESTION SLOT 10] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00875,Physiology,Endocrinology,[QUESTION SLOT 11] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00876,Physiology,Endocrinology,[QUESTION SLOT 12] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00877,Physiology,Endocrinology,[QUESTION SLOT 13] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00878,Physiology,Endocrinology,[QUESTION SLOT 14] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00879,Physiology,Endocrinology,[QUESTION SLOT 15] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00880,Physiology,Endocrinology,[QUESTION SLOT 16] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00881,Physiology,Endocrinology,[QUESTION SLOT 17] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00882,Physiology,Endocrinology,[QUESTION SLOT 18] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00883,Physiology,Endocrinology,[QUESTION SLOT 19] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
ZM-00884,Physiology,Endocrinology,[QUESTION SLOT 20] Add a verified Physiology question from the topic: Endocrinology.,Option A,Option B,Option C,Option D,,,ORIGINAL,NEET-PG;FMGE;USMLE,False,False,NEEDS_CONTENT
